task_id,data_id,url,number_of_instances,name,default_target_attribute,ignore_attribute
4265,469,https://www.openml.org/data/download/52581/analcatdata_dmft.arff,797.0,analcatdata_dmft,Prevention,NULL
4266,470,https://www.openml.org/data/download/52582/profb.arff,672.0,profb,Home/Away,NULL
4268,474,https://www.openml.org/data/download/52586/analcatdata_marketing.arff,364.0,analcatdata_marketing,X1a,NULL
4269,475,https://www.openml.org/data/download/52587/analcatdata_germangss.arff,400.0,analcatdata_germangss,Political_system,NULL
4275,481,https://www.openml.org/data/download/52593/biomed.arff,209.0,biomed,class,NULL
4282,685,https://www.openml.org/data/download/52985/visualizing_livestock.arff,130.0,visualizing_livestock,livestocktype,NULL
4283,694,https://www.openml.org/data/download/52994/diggle_table_a2.arff,310.0,diggle_table_a2,col_1,NULL
4285,714,https://www.openml.org/data/download/53248/fruitfly.arff,125.0,fruitfly,binaryClass,NULL
4286,715,https://www.openml.org/data/download/53249/fri_c3_1000_25.arff,1000.0,fri_c3_1000_25,binaryClass,NULL
4287,716,https://www.openml.org/data/download/53250/fri_c3_100_50.arff,100.0,fri_c3_100_50,binaryClass,NULL
4288,717,https://www.openml.org/data/download/53251/rmftsa_ladata.arff,508.0,rmftsa_ladata,binaryClass,NULL
4289,718,https://www.openml.org/data/download/53252/fri_c4_1000_100.arff,1000.0,fri_c4_1000_100,binaryClass,NULL
4290,719,https://www.openml.org/data/download/53253/veteran.arff,137.0,veteran,binaryClass,NULL
4292,721,https://www.openml.org/data/download/53255/pwLinear.arff,200.0,pwLinear,binaryClass,NULL
4294,723,https://www.openml.org/data/download/53257/fri_c4_1000_25.arff,1000.0,fri_c4_1000_25,binaryClass,NULL
4295,724,https://www.openml.org/data/download/53258/analcatdata_vineyard.arff,468.0,analcatdata_vineyard,binaryClass,NULL
4297,726,https://www.openml.org/data/download/53260/fri_c2_100_5.arff,100.0,fri_c2_100_5,binaryClass,NULL
4301,730,https://www.openml.org/data/download/53264/fri_c1_250_5.arff,250.0,fri_c1_250_5,binaryClass,NULL
4303,732,https://www.openml.org/data/download/53266/fri_c0_250_50.arff,250.0,fri_c0_250_50,binaryClass,NULL
4304,733,https://www.openml.org/data/download/53267/machine_cpu.arff,209.0,machine_cpu,binaryClass,NULL
4307,736,https://www.openml.org/data/download/53270/visualizing_environmental.arff,111.0,visualizing_environmental,binaryClass,NULL
4309,738,https://www.openml.org/data/download/53272/pharynx.arff,195.0,pharynx,binaryClass,""Entry""
4311,740,https://www.openml.org/data/download/53274/fri_c3_1000_10.arff,1000.0,fri_c3_1000_10,binaryClass,NULL
4313,742,https://www.openml.org/data/download/53276/fri_c4_500_100.arff,500.0,fri_c4_500_100,binaryClass,NULL
4314,743,https://www.openml.org/data/download/53277/fri_c1_1000_5.arff,1000.0,fri_c1_1000_5,binaryClass,NULL
4315,744,https://www.openml.org/data/download/53278/fri_c3_250_5.arff,250.0,fri_c3_250_5,binaryClass,NULL
4316,745,https://www.openml.org/data/download/53279/auto_price.arff,159.0,auto_price,binaryClass,NULL
4317,746,https://www.openml.org/data/download/53280/fri_c1_250_25.arff,250.0,fri_c1_250_25,binaryClass,NULL
4318,747,https://www.openml.org/data/download/53281/servo.arff,167.0,servo,binaryClass,NULL
4319,748,https://www.openml.org/data/download/53282/analcatdata_wildcat.arff,163.0,analcatdata_wildcat,binaryClass,NULL
4320,749,https://www.openml.org/data/download/53283/fri_c3_500_5.arff,500.0,fri_c3_500_5,binaryClass,NULL
4321,750,https://www.openml.org/data/download/53284/pm10.arff,500.0,pm10,binaryClass,NULL
4322,751,https://www.openml.org/data/download/53285/fri_c4_1000_10.arff,1000.0,fri_c4_1000_10,binaryClass,NULL
4324,753,https://www.openml.org/data/download/53287/wisconsin.arff,194.0,wisconsin,binaryClass,NULL
4325,754,https://www.openml.org/data/download/53288/fri_c0_100_5.arff,100.0,fri_c0_100_5,binaryClass,NULL
4327,756,https://www.openml.org/data/download/53290/autoPrice.arff,159.0,autoPrice,binaryClass,NULL
4328,757,https://www.openml.org/data/download/53291/meta.arff,528.0,meta,binaryClass,NULL
4333,762,https://www.openml.org/data/download/53296/fri_c2_100_10.arff,100.0,fri_c2_100_10,binaryClass,NULL
4334,763,https://www.openml.org/data/download/53297/fri_c0_250_10.arff,250.0,fri_c0_250_10,binaryClass,NULL
4335,764,https://www.openml.org/data/download/53298/analcatdata_apnea3.arff,450.0,analcatdata_apnea3,binaryClass,NULL
4336,765,https://www.openml.org/data/download/53299/analcatdata_apnea2.arff,475.0,analcatdata_apnea2,binaryClass,NULL
4337,766,https://www.openml.org/data/download/53300/fri_c1_500_50.arff,500.0,fri_c1_500_50,binaryClass,NULL
4338,767,https://www.openml.org/data/download/53301/analcatdata_apnea1.arff,475.0,analcatdata_apnea1,binaryClass,NULL
4339,768,https://www.openml.org/data/download/53302/fri_c3_100_25.arff,100.0,fri_c3_100_25,binaryClass,NULL
4340,769,https://www.openml.org/data/download/53303/fri_c1_250_50.arff,250.0,fri_c1_250_50,binaryClass,NULL
4341,770,https://www.openml.org/data/download/53304/strikes.arff,625.0,strikes,binaryClass,NULL
4342,771,https://www.openml.org/data/download/53305/analcatdata_michiganacc.arff,108.0,analcatdata_michiganacc,binaryClass,NULL
4344,773,https://www.openml.org/data/download/53307/fri_c0_250_25.arff,250.0,fri_c0_250_25,binaryClass,NULL
4345,774,https://www.openml.org/data/download/53308/disclosure_x_bias.arff,662.0,disclosure_x_bias,binaryClass,NULL
4346,775,https://www.openml.org/data/download/53309/fri_c2_100_25.arff,100.0,fri_c2_100_25,binaryClass,NULL
4347,776,https://www.openml.org/data/download/53310/fri_c0_250_5.arff,250.0,fri_c0_250_5,binaryClass,NULL
4349,778,https://www.openml.org/data/download/53312/bodyfat.arff,252.0,bodyfat,binaryClass,NULL
4350,779,https://www.openml.org/data/download/53313/fri_c1_500_25.arff,500.0,fri_c1_500_25,binaryClass,NULL
4352,782,https://www.openml.org/data/download/53316/rabe_266.arff,120.0,rabe_266,binaryClass,NULL
4353,783,https://www.openml.org/data/download/53317/fri_c3_100_10.arff,100.0,fri_c3_100_10,binaryClass,NULL
4354,784,https://www.openml.org/data/download/53318/newton_hema.arff,140.0,newton_hema,binaryClass,NULL
4356,786,https://www.openml.org/data/download/53320/cleveland.arff,303.0,cleveland,binaryClass,NULL
4358,788,https://www.openml.org/data/download/53322/triazines.arff,186.0,triazines,binaryClass,NULL
4359,789,https://www.openml.org/data/download/53323/fri_c1_100_10.arff,100.0,fri_c1_100_10,binaryClass,NULL
4362,792,https://www.openml.org/data/download/53326/fri_c2_500_5.arff,500.0,fri_c2_500_5,binaryClass,NULL
4363,793,https://www.openml.org/data/download/53327/fri_c3_250_10.arff,250.0,fri_c3_250_10,binaryClass,NULL
4364,794,https://www.openml.org/data/download/53328/fri_c2_250_25.arff,250.0,fri_c2_250_25,binaryClass,NULL
4365,795,https://www.openml.org/data/download/53329/disclosure_x_tampered.arff,662.0,disclosure_x_tampered,binaryClass,NULL
4366,796,https://www.openml.org/data/download/53330/cpu.arff,209.0,cpu,binaryClass,NULL
4367,797,https://www.openml.org/data/download/53331/fri_c4_1000_50.arff,1000.0,fri_c4_1000_50,binaryClass,NULL
4368,798,https://www.openml.org/data/download/53332/cholesterol.arff,303.0,cholesterol,binaryClass,NULL
4369,799,https://www.openml.org/data/download/53333/fri_c0_1000_5.arff,1000.0,fri_c0_1000_5,binaryClass,NULL
4371,801,https://www.openml.org/data/download/53335/chscase_funds.arff,185.0,chscase_funds,binaryClass,""col_1""
4375,805,https://www.openml.org/data/download/53339/fri_c4_500_50.arff,500.0,fri_c4_500_50,binaryClass,NULL
4376,806,https://www.openml.org/data/download/53340/fri_c3_1000_50.arff,1000.0,fri_c3_1000_50,binaryClass,NULL
4378,808,https://www.openml.org/data/download/53342/fri_c0_100_10.arff,100.0,fri_c0_100_10,binaryClass,NULL
4380,810,https://www.openml.org/data/download/53344/pbc.arff,418.0,pbc,binaryClass,NULL
4381,811,https://www.openml.org/data/download/53345/rmftsa_ctoarrivals.arff,264.0,rmftsa_ctoarrivals,binaryClass,NULL
4382,812,https://www.openml.org/data/download/53346/fri_c1_100_25.arff,100.0,fri_c1_100_25,binaryClass,NULL
4383,813,https://www.openml.org/data/download/53347/fri_c3_1000_5.arff,1000.0,fri_c3_1000_5,binaryClass,NULL
4384,814,https://www.openml.org/data/download/53348/chscase_vine2.arff,468.0,chscase_vine2,binaryClass,NULL
4388,818,https://www.openml.org/data/download/53352/diggle_table_a2.arff,310.0,diggle_table_a2,binaryClass,NULL
4390,820,https://www.openml.org/data/download/53354/chatfield_4.arff,235.0,chatfield_4,binaryClass,NULL
4394,824,https://www.openml.org/data/download/53358/fri_c1_500_10.arff,500.0,fri_c1_500_10,binaryClass,NULL
4395,825,https://www.openml.org/data/download/53359/boston_corrected.arff,506.0,boston_corrected,binaryClass,NULL
4396,826,https://www.openml.org/data/download/53360/sensory.arff,576.0,sensory,binaryClass,NULL
4397,827,https://www.openml.org/data/download/53361/disclosure_x_noise.arff,662.0,disclosure_x_noise,binaryClass,NULL
4398,828,https://www.openml.org/data/download/53362/fri_c4_100_100.arff,100.0,fri_c4_100_100,binaryClass,NULL
4399,829,https://www.openml.org/data/download/53363/fri_c1_100_5.arff,100.0,fri_c1_100_5,binaryClass,NULL
4400,830,https://www.openml.org/data/download/53364/fri_c2_250_10.arff,250.0,fri_c2_250_10,binaryClass,NULL
4401,831,https://www.openml.org/data/download/53365/autoMpg.arff,398.0,autoMpg,binaryClass,NULL
4402,832,https://www.openml.org/data/download/53366/fri_c3_250_25.arff,250.0,fri_c3_250_25,binaryClass,NULL
4404,834,https://www.openml.org/data/download/53368/fri_c4_250_100.arff,250.0,fri_c4_250_100,binaryClass,NULL
4407,837,https://www.openml.org/data/download/53371/fri_c1_1000_50.arff,1000.0,fri_c1_1000_50,binaryClass,NULL
4408,838,https://www.openml.org/data/download/53372/fri_c4_500_25.arff,500.0,fri_c4_500_25,binaryClass,NULL
4409,839,https://www.openml.org/data/download/53373/kdd_el_nino-small.arff,782.0,kdd_el_nino-small,binaryClass,NULL
4410,840,https://www.openml.org/data/download/53374/autoHorse.arff,205.0,autoHorse,binaryClass,NULL
4411,841,https://www.openml.org/data/download/53375/stock.arff,950.0,stock,binaryClass,NULL
4414,844,https://www.openml.org/data/download/53378/breastTumor.arff,286.0,breastTumor,binaryClass,NULL
4415,845,https://www.openml.org/data/download/53379/fri_c0_1000_10.arff,1000.0,fri_c0_1000_10,binaryClass,NULL
4419,849,https://www.openml.org/data/download/53383/fri_c0_1000_25.arff,1000.0,fri_c0_1000_25,binaryClass,NULL
4420,850,https://www.openml.org/data/download/53384/fri_c0_100_50.arff,100.0,fri_c0_100_50,binaryClass,NULL
4421,851,https://www.openml.org/data/download/53385/tecator.arff,240.0,tecator,binaryClass,NULL
4422,852,https://www.openml.org/data/download/53386/analcatdata_gsssexsurvey.arff,159.0,analcatdata_gsssexsurvey,binaryClass,NULL
4423,853,https://www.openml.org/data/download/53387/housing.arff,506.0,boston,binaryClass,NULL
4424,854,https://www.openml.org/data/download/53388/fishcatch.arff,158.0,fishcatch,binaryClass,NULL
4425,855,https://www.openml.org/data/download/53389/fri_c4_500_10.arff,500.0,fri_c4_500_10,binaryClass,NULL
4427,858,https://www.openml.org/data/download/53392/hungarian.arff,294.0,hungarian,binaryClass,NULL
4429,860,https://www.openml.org/data/download/53394/vinnie.arff,380.0,vinnie,binaryClass,NULL
4432,863,https://www.openml.org/data/download/53397/fri_c4_250_10.arff,250.0,fri_c4_250_10,binaryClass,NULL
4434,865,https://www.openml.org/data/download/53399/analcatdata_neavote.arff,100.0,analcatdata_neavote,binaryClass,""Name""
4435,866,https://www.openml.org/data/download/53400/fri_c2_1000_50.arff,1000.0,fri_c2_1000_50,binaryClass,NULL
4436,867,https://www.openml.org/data/download/53401/visualizing_livestock.arff,130.0,visualizing_livestock,binaryClass,NULL
4437,868,https://www.openml.org/data/download/53402/fri_c4_100_25.arff,100.0,fri_c4_100_25,binaryClass,NULL
4438,869,https://www.openml.org/data/download/53403/fri_c2_500_10.arff,500.0,fri_c2_500_10,binaryClass,NULL
4439,870,https://www.openml.org/data/download/53404/fri_c1_500_5.arff,500.0,fri_c1_500_5,binaryClass,NULL
4442,873,https://www.openml.org/data/download/53407/fri_c3_250_50.arff,250.0,fri_c3_250_50,binaryClass,NULL
4444,875,https://www.openml.org/data/download/53409/analcatdata_chlamydia.arff,100.0,analcatdata_chlamydia,binaryClass,NULL
4445,876,https://www.openml.org/data/download/53410/fri_c1_100_50.arff,100.0,fri_c1_100_50,binaryClass,NULL
4446,877,https://www.openml.org/data/download/53411/fri_c2_250_50.arff,250.0,fri_c2_250_50,binaryClass,NULL
4447,878,https://www.openml.org/data/download/53412/fri_c4_100_10.arff,100.0,fri_c4_100_10,binaryClass,NULL
4448,879,https://www.openml.org/data/download/53413/fri_c2_500_25.arff,500.0,fri_c2_500_25,binaryClass,NULL
4449,880,https://www.openml.org/data/download/53414/mu284.arff,284.0,mu284,binaryClass,NULL
4452,884,https://www.openml.org/data/download/53418/fri_c0_500_5.arff,500.0,fri_c0_500_5,binaryClass,NULL
4453,885,https://www.openml.org/data/download/53419/transplant.arff,131.0,transplant,binaryClass,NULL
4454,886,https://www.openml.org/data/download/53420/no2.arff,500.0,no2,binaryClass,NULL
4456,888,https://www.openml.org/data/download/53422/fri_c0_500_50.arff,500.0,fri_c0_500_50,binaryClass,NULL
4457,889,https://www.openml.org/data/download/53423/fri_c0_100_25.arff,100.0,fri_c0_100_25,binaryClass,NULL
4458,890,https://www.openml.org/data/download/53424/cloud.arff,108.0,cloud,binaryClass,NULL
4463,895,https://www.openml.org/data/download/53429/chscase_geyser1.arff,222.0,chscase_geyser1,binaryClass,NULL
4464,896,https://www.openml.org/data/download/53430/fri_c3_500_25.arff,500.0,fri_c3_500_25,binaryClass,NULL
4468,900,https://www.openml.org/data/download/53434/chscase_census6.arff,400.0,chscase_census6,binaryClass,NULL
4470,902,https://www.openml.org/data/download/53436/sleuth_case2002.arff,147.0,sleuth_case2002,binaryClass,NULL
4471,903,https://www.openml.org/data/download/53437/fri_c2_1000_25.arff,1000.0,fri_c2_1000_25,binaryClass,NULL
4472,904,https://www.openml.org/data/download/53438/fri_c0_1000_50.arff,1000.0,fri_c0_1000_50,binaryClass,NULL
4474,906,https://www.openml.org/data/download/53440/chscase_census5.arff,400.0,chscase_census5,binaryClass,NULL
4475,907,https://www.openml.org/data/download/53441/chscase_census4.arff,400.0,chscase_census4,binaryClass,NULL
4476,908,https://www.openml.org/data/download/53442/chscase_census3.arff,400.0,chscase_census3,binaryClass,NULL
4477,909,https://www.openml.org/data/download/53443/chscase_census2.arff,400.0,chscase_census2,binaryClass,NULL
4478,910,https://www.openml.org/data/download/53444/fri_c1_1000_10.arff,1000.0,fri_c1_1000_10,binaryClass,NULL
4479,911,https://www.openml.org/data/download/53445/fri_c2_250_5.arff,250.0,fri_c2_250_5,binaryClass,NULL
4480,912,https://www.openml.org/data/download/53446/fri_c2_1000_5.arff,1000.0,fri_c2_1000_5,binaryClass,NULL
4481,913,https://www.openml.org/data/download/53447/fri_c2_1000_10.arff,1000.0,fri_c2_1000_10,binaryClass,NULL
4483,915,https://www.openml.org/data/download/53449/plasma_retinol.arff,315.0,plasma_retinol,binaryClass,NULL
4484,916,https://www.openml.org/data/download/53450/fri_c3_100_5.arff,100.0,fri_c3_100_5,binaryClass,NULL
4485,917,https://www.openml.org/data/download/53451/fri_c1_1000_25.arff,1000.0,fri_c1_1000_25,binaryClass,NULL
4486,918,https://www.openml.org/data/download/53452/fri_c4_250_50.arff,250.0,fri_c4_250_50,binaryClass,NULL
4488,920,https://www.openml.org/data/download/53454/fri_c2_500_50.arff,500.0,fri_c2_500_50,binaryClass,NULL
4489,921,https://www.openml.org/data/download/53455/analcatdata_seropositive.arff,132.0,analcatdata_seropositive,binaryClass,NULL
4490,922,https://www.openml.org/data/download/53456/fri_c2_100_50.arff,100.0,fri_c2_100_50,binaryClass,NULL
4492,924,https://www.openml.org/data/download/53458/humandevel.arff,130.0,humandevel,binaryClass,""country""
4493,925,https://www.openml.org/data/download/53459/visualizing_galaxy.arff,323.0,visualizing_galaxy,binaryClass,NULL
4494,926,https://www.openml.org/data/download/53460/fri_c0_500_25.arff,500.0,fri_c0_500_25,binaryClass,NULL
4499,931,https://www.openml.org/data/download/53465/disclosure_z.arff,662.0,disclosure_z,binaryClass,NULL
4500,932,https://www.openml.org/data/download/53466/fri_c4_100_50.arff,100.0,fri_c4_100_50,binaryClass,NULL
4501,933,https://www.openml.org/data/download/53467/fri_c4_250_25.arff,250.0,fri_c4_250_25,binaryClass,NULL
4503,935,https://www.openml.org/data/download/53469/fri_c1_250_10.arff,250.0,fri_c1_250_10,binaryClass,NULL
4504,936,https://www.openml.org/data/download/53470/fri_c3_500_10.arff,500.0,fri_c3_500_10,binaryClass,NULL
4505,937,https://www.openml.org/data/download/53471/fri_c3_500_50.arff,500.0,fri_c3_500_50,binaryClass,NULL
4507,939,https://www.openml.org/data/download/53473/chscase_whale.arff,228.0,chscase_whale,binaryClass,NULL
4508,940,https://www.openml.org/data/download/53474/water-treatment.arff,527.0,water-treatment,binaryClass,""date","Q-E""
4509,941,https://www.openml.org/data/download/53475/lowbwt.arff,189.0,lowbwt,binaryClass,NULL
4511,943,https://www.openml.org/data/download/53477/fri_c0_500_10.arff,500.0,fri_c0_500_10,binaryClass,NULL
4512,944,https://www.openml.org/data/download/53478/echoMonths.arff,130.0,echoMonths,binaryClass,NULL
4515,947,https://www.openml.org/data/download/53481/arsenic-male-bladder.arff,559.0,arsenic-male-bladder,binaryClass,NULL
4517,949,https://www.openml.org/data/download/53483/arsenic-female-bladder.arff,559.0,arsenic-female-bladder,binaryClass,NULL
4518,950,https://www.openml.org/data/download/53484/arsenic-female-lung.arff,559.0,arsenic-female-lung,binaryClass,NULL
4519,951,https://www.openml.org/data/download/53485/arsenic-male-lung.arff,559.0,arsenic-male-lung,binaryClass,NULL
4520,952,https://www.openml.org/data/download/53486/prnn_fglass.arff,214.0,prnn_fglass,type,NULL
4522,954,https://www.openml.org/data/download/53488/spectrometer.arff,531.0,spectrometer,binaryClass,""LRS-name""
4523,955,https://www.openml.org/data/download/53489/tae.arff,151.0,tae,binaryClass,NULL
4524,956,https://www.openml.org/data/download/53490/molecular-biology_promoters.arff,106.0,molecular-biology_promoters,binaryClass,""instance""
4525,957,https://www.openml.org/data/download/53491/braziltourism.arff,412.0,braziltourism,binaryClass,NULL
4529,961,https://www.openml.org/data/download/53495/analcatdata_broadwaymult.arff,285.0,analcatdata_broadwaymult,binaryClass,NULL
4531,963,https://www.openml.org/data/download/53497/heart-h.arff,294.0,heart-h,binaryClass,NULL
4533,965,https://www.openml.org/data/download/53499/zoo.arff,101.0,zoo,binaryClass,""animal""
4535,967,https://www.openml.org/data/download/53501/cars.arff,406.0,cars,binaryClass,NULL
4536,968,https://www.openml.org/data/download/53502/analcatdata_birthday.arff,365.0,analcatdata_birthday,binaryClass,NULL
4537,969,https://www.openml.org/data/download/53503/iris.arff,150.0,iris,binaryClass,NULL
4538,970,https://www.openml.org/data/download/53504/analcatdata_authorship.arff,841.0,analcatdata_authorship,binaryClass,NULL
4541,973,https://www.openml.org/data/download/53507/wine.arff,178.0,wine,binaryClass,NULL
4542,974,https://www.openml.org/data/download/53508/hayes-roth.arff,132.0,hayes-roth,binaryClass,NULL
4543,975,https://www.openml.org/data/download/53509/autos.arff,205.0,autos,binaryClass,NULL
4550,982,https://www.openml.org/data/download/53516/heart-c.arff,303.0,heart-c,binaryClass,NULL
4552,984,https://www.openml.org/data/download/53518/analcatdata_draft.arff,366.0,analcatdata_draft,binaryClass,NULL
4554,986,https://www.openml.org/data/download/53520/analcatdata_marketing.arff,364.0,analcatdata_marketing,binaryClass,NULL
4557,989,https://www.openml.org/data/download/53523/anneal.arff,898.0,anneal,binaryClass,NULL
4558,990,https://www.openml.org/data/download/53524/eucalyptus.arff,736.0,eucalyptus,binaryClass,NULL
4562,994,https://www.openml.org/data/download/53528/vehicle.arff,846.0,vehicle,binaryClass,NULL
4564,996,https://www.openml.org/data/download/53530/prnn_fglass.arff,214.0,prnn_fglass,binaryClass,NULL
4565,997,https://www.openml.org/data/download/53531/balance-scale.arff,625.0,balance-scale,binaryClass,NULL
4567,999,https://www.openml.org/data/download/53533/audiology.arff,226.0,audiology,binaryClass,NULL
4571,1003,https://www.openml.org/data/download/53537/primary-tumor.arff,339.0,primary-tumor,binaryClass,NULL
4572,1004,https://www.openml.org/data/download/53538/kdd_synthetic_control.arff,600.0,synthetic_control,binaryClass,""index""
4573,1005,https://www.openml.org/data/download/53539/glass.arff,214.0,glass,binaryClass,NULL
4574,1006,https://www.openml.org/data/download/53540/lymph.arff,148.0,lymph,binaryClass,NULL
4575,1007,https://www.openml.org/data/download/53541/bridges.arff,107.0,bridges,binaryClass,""IDENTIF""
4576,1008,https://www.openml.org/data/download/53542/analcatdata_reviewer.arff,379.0,analcatdata_reviewer,binaryClass,""Film""
4578,1010,https://www.openml.org/data/download/53544/dermatology.arff,366.0,dermatology,binaryClass,NULL
4579,1011,https://www.openml.org/data/download/53545/ecoli.arff,336.0,ecoli,binaryClass,NULL
4580,1012,https://www.openml.org/data/download/53546/flags.arff,194.0,flags,binaryClass,""name""
4581,1013,https://www.openml.org/data/download/53547/analcatdata_challenger.arff,138.0,analcatdata_challenger,Damaged,NULL
4582,1014,https://www.openml.org/data/download/53548/analcatdata_dmft.arff,797.0,analcatdata_dmft,binaryClass,NULL
4584,1016,https://www.openml.org/data/download/53550/vowel.arff,990.0,vowel,binaryClass,""Train or Test""
4585,1017,https://www.openml.org/data/download/53551/arrhythmia.arff,452.0,arrhythmia,binaryClass,NULL
4591,1023,https://www.openml.org/data/download/53557/soybean.arff,683.0,soybean,binaryClass,NULL
4592,1025,https://www.openml.org/data/download/53559/analcatdata_germangss.arff,400.0,analcatdata_germangss,binaryClass,NULL
4593,1026,https://www.openml.org/data/download/53560/grub-damage.arff,155.0,grub-damage,binaryClass,NULL
4603,1045,https://www.openml.org/data/download/53928/kc1-top5.arff,145.0,kc1-top5,DL,NULL
4606,1048,https://www.openml.org/data/download/53931/jEdit_4.2_4.3.arff,369.0,jEdit_4.2_4.3,Bug-count,NULL
4610,1054,https://www.openml.org/data/download/53937/mc2.arff,161.0,mc2,c,NULL
4614,1059,https://www.openml.org/data/download/53942/ar1.arff,121.0,ar1,defects,NULL
4616,1061,https://www.openml.org/data/download/53944/ar4.arff,107.0,ar4,defects,NULL
4618,1063,https://www.openml.org/data/download/53946/kc2.arff,522.0,kc2,problems,NULL
4619,1064,https://www.openml.org/data/download/53947/ar6.arff,101.0,ar6,defects,NULL
4620,1065,https://www.openml.org/data/download/53948/kc3.arff,458.0,kc3,c,NULL
4621,1066,https://www.openml.org/data/download/53949/kc1-binary.arff,145.0,kc1-binary,DL,NULL
4625,1071,https://www.openml.org/data/download/53954/mw1.arff,403.0,mw1,c,NULL
4626,1073,https://www.openml.org/data/download/53956/jEdit_4.0_4.2.arff,274.0,jEdit_4.0_4.2,Bug-count,NULL
4628,1075,https://www.openml.org/data/download/53958/datatrieve.arff,130.0,datatrieve,Faulty6_1,NULL
4629,1077,https://www.openml.org/data/download/1390170/phpZZfh5g,105.0,rsctc2010_1,Decision,NULL
4630,1078,https://www.openml.org/data/download/1390169/phpb0xMSU,105.0,rsctc2010_2,Decision,NULL
4632,1080,https://www.openml.org/data/download/1390172/phpyrl8ZE,113.0,rsctc2010_4,Decision,NULL
4635,1083,https://www.openml.org/data/download/1390174/phpyU8LiQ,214.0,mouseType,Decision,NULL
4636,1084,https://www.openml.org/data/download/1390176/php2SKoSW,220.0,BurkittLymphoma,Decision,NULL
4637,1085,https://www.openml.org/data/download/1390177/phpCLGrjq,159.0,anthracyclineTaxaneChemotherapy,Decision,NULL
4638,1086,https://www.openml.org/data/download/1390178/php9OuGNS,283.0,ovarianTumour,Decision,NULL
4639,1087,https://www.openml.org/data/download/1390179/phpiX2jqd,283.0,hepatitisC,Decision,NULL
4640,1088,https://www.openml.org/data/download/1390180/php0Blj0v,383.0,variousCancers_final,Decision,NULL
4642,1100,https://www.openml.org/data/download/53983/PopularKids.arff,478.0,PopularKids,Goals,NULL
4646,1106,https://www.openml.org/data/download/53989/GCM.arff,190.0,GCM,class,NULL
4654,1115,https://www.openml.org/data/download/53998/teachingAssistant.arff,151.0,teachingAssistant,class,NULL
4660,1121,https://www.openml.org/data/download/54004/badges2.arff,294.0,badges2,class,NULL
4661,1122,https://www.openml.org/data/download/54005/AP_Breast_Prostate.arff,413.0,AP_Breast_Prostate,Tissue,""ID_REF""
4662,1123,https://www.openml.org/data/download/54006/AP_Endometrium_Breast.arff,405.0,AP_Endometrium_Breast,Tissue,""ID_REF""
4663,1124,https://www.openml.org/data/download/54007/AP_Omentum_Uterus.arff,201.0,AP_Omentum_Uterus,Tissue,""ID_REF""
4664,1125,https://www.openml.org/data/download/54008/AP_Omentum_Prostate.arff,146.0,AP_Omentum_Prostate,Tissue,""ID_REF""
4665,1126,https://www.openml.org/data/download/54009/AP_Colon_Lung.arff,412.0,AP_Colon_Lung,Tissue,""ID_REF""
4666,1127,https://www.openml.org/data/download/54010/AP_Breast_Omentum.arff,421.0,AP_Breast_Omentum,Tissue,""ID_REF""
4668,1129,https://www.openml.org/data/download/54012/AP_Uterus_Kidney.arff,384.0,AP_Uterus_Kidney,Tissue,""ID_REF""
4670,1131,https://www.openml.org/data/download/54014/AP_Prostate_Uterus.arff,193.0,AP_Prostate_Uterus,Tissue,""ID_REF""
4671,1132,https://www.openml.org/data/download/54015/AP_Omentum_Lung.arff,203.0,AP_Omentum_Lung,Tissue,""ID_REF""
4672,1133,https://www.openml.org/data/download/54016/AP_Endometrium_Colon.arff,347.0,AP_Endometrium_Colon,Tissue,""ID_REF""
4674,1135,https://www.openml.org/data/download/54018/AP_Colon_Prostate.arff,355.0,AP_Colon_Prostate,Tissue,""ID_REF""
4675,1136,https://www.openml.org/data/download/54019/AP_Lung_Uterus.arff,250.0,AP_Lung_Uterus,Tissue,""ID_REF""
4676,1137,https://www.openml.org/data/download/54020/AP_Colon_Kidney.arff,546.0,AP_Colon_Kidney,Tissue,""ID_REF""
4679,1140,https://www.openml.org/data/download/54023/AP_Ovary_Lung.arff,324.0,AP_Ovary_Lung,Tissue,""ID_REF""
4680,1141,https://www.openml.org/data/download/54024/AP_Endometrium_Prostate.arff,130.0,AP_Endometrium_Prostate,Tissue,""ID_REF""
4682,1143,https://www.openml.org/data/download/54026/AP_Colon_Omentum.arff,363.0,AP_Colon_Omentum,Tissue,""ID_REF""
4683,1144,https://www.openml.org/data/download/54027/AP_Prostate_Kidney.arff,329.0,AP_Prostate_Kidney,Tissue,""ID_REF""
4684,1145,https://www.openml.org/data/download/54028/AP_Breast_Colon.arff,630.0,AP_Breast_Colon,Tissue,""ID_REF""
4686,1147,https://www.openml.org/data/download/54030/AP_Omentum_Kidney.arff,337.0,AP_Omentum_Kidney,Tissue,""ID_REF""
4687,1148,https://www.openml.org/data/download/54031/AP_Breast_Uterus.arff,468.0,AP_Breast_Uterus,Tissue,""ID_REF""
4688,1149,https://www.openml.org/data/download/54032/AP_Ovary_Kidney.arff,458.0,AP_Ovary_Kidney,Tissue,""ID_REF""
4689,1150,https://www.openml.org/data/download/54033/AP_Breast_Lung.arff,470.0,AP_Breast_Lung,Tissue,""ID_REF""
4690,1151,https://www.openml.org/data/download/54034/AP_Endometrium_Omentum.arff,138.0,AP_Endometrium_Omentum,Tissue,""ID_REF""
